"data.hotel.1.","service","buss_service","clean","frontdesk","value","rooms","location","sleep"
"1","2515113",0.499117020312688,NA,0.692075677764821,NA,0.481515038602344,0.629163841448241,0.402820293551569,0.589654688684429
"1","289608",0.434862190003932,0.816496580927726,0.697661373150156,0.333333333333333,0.607084264346188,0.571527506205911,0.477302903787944,0.656626506024096
"1","257877",0.690837600979,0.801783725737273,0.675090649733012,0.659966329107444,0.756650017101228,0.795851451100226,0.564198942848784,0.743338739517068
"1","560389",0.454791000546239,0.816496580927726,0.415059377541125,0.685994340570035,0.798503596353158,0.34162085049363,0.494413232473044,NA
"1","653452",0.723562008904666,0.5,0.655172653314538,0.769800358919501,0.714404443621516,0.770196144005318,0.44642268702807,0.587440489664784
"1","239471",0.64852274383091,0.18490006540841,0.554451684076013,0.875075026795422,0.623370870593998,0.766046941130698,0.398193079021323,0.545060935995435
"1","182001",0.744499429072648,0.816496580927726,0.723625140691782,0.640512615220349,0.679298834141438,0.748407077847718,0.449939761222362,0.780527026216182
"1","308405",0.695889000639221,0.248126735802821,0.566101267723194,0.444897959183674,0.822846058343456,0.609417752183703,0.618342436945321,NA
"1","580663",0.2,NA,0.353553390593274,0.235702260395516,0.777777777777778,0.755928946018455,-0.707106781186548,NA
"1","2514910",0.659286693323459,0.583333333333333,0.452990234439045,0.816496580927726,0.587253584349818,0.427413366057344,0.669331641202659,0.315649496273901
"1","506263",0.38045725829965,NA,0.593362566541553,NA,0.773238674022648,0.732579435758256,0.568328616225395,0.695518605093322
"1","2514574",0.630303287077677,0.270030862433661,0.576055120678033,0.25966027923484,0.700825082622686,0.777434973875818,0.582774562164657,0.592577237880631
"1","236567",0.871421252896669,NA,0.847579379526013,NA,0.927933951960458,0.802377419802878,0.623609564462324,0.176776695296637
"1","631235",0.700825557885152,NA,0.700825557885152,1,0.568398560058805,0.738548945875996,0.658145181714418,0.487950036474267
"1","258459",0.758440936588195,0.526498126492656,0.666196098849794,0.815618425020803,0.726407232154539,0.761204959547973,0.355119048396905,0.691586765735538
"1","276208",0.747671981993212,0.708027548027402,0.749737503771141,0.658623658827211,0.890443403255144,0.780624092033481,0.62259345534929,0.675925925925926
"1","307323",0.412360265662268,0.098058067569092,0.52068174033446,0.4325904563487,0.592330343399109,0.375014948278961,0.400500939457407,NA
"1","278862",0.675023438720774,0.765383797175904,0.759756277708863,0.814814814814815,0.933758663482028,0.887728743312322,0.666666666666667,NA
"1","567536",0.483493778415228,NA,0.621059003408119,NA,0.828078671210825,0.74535599249993,NA,NA
"1","596886",NA,NA,NA,NA,NA,NA,NA,NA
"1","126260",0.719655275144562,0.321059235024892,0.571677372911853,0.56478976612231,0.550848261738047,0.586760069937362,0.240226914041242,NA
"1","84877",0.721932908525534,-0.223606797749979,0.757555059029822,0.464095480892257,0.774859749510424,0.852886922031889,0.482962341268066,0.684728172891475
"1","1082544",NA,NA,NA,NA,NA,NA,NA,NA
"1","184235",0.620878015788537,1,0.8,0.816496580927726,0.70588657875679,0.846809798439941,0.894427190999916,NA
"1","309162",0.685994340570035,0,0.666666666666667,0.666666666666667,0.888888888888889,0.881917103688197,1,NA
"1","269264",0.630204219397597,0.536360297323452,0.685425373668538,0.586897480501505,0.795812360319615,0.752665372172572,0.554741358121589,0.650419991260184
"1","2516115",0.688352687566028,0.945905302926917,0.773514152527917,0.109985336266015,0.848986663808412,0.717656319726151,0.426574384639987,0.609937545592833
"1","550994",0.661385086540613,1,0.553319362702127,0.957427107756338,0.716118383279487,0.741733414005284,0.332603987808141,0.591315394675105
"1","2515316",0.561069109021106,0.283461317416217,0.562144428074027,0.498314604540147,0.610202416163274,0.659699587541659,0.346882281434398,0.65117844925147
"1","182071",0.663217178919071,0.625,0.672564077829354,0.879667339085829,0.769526391240002,0.760702377470135,0.619120686932878,0.67379005148862
"1","650691",0.639602149066831,NA,-0.134839972492648,NA,0.925820099772552,0,-0.852802865422442,NA
"1","301950",0.811440825933579,0.755928946018454,0.975609756097561,0.492365963917331,0.8146326244879,0.939827250788166,0.190692517849118,NA
"1","615153",0.677966591702679,0.468609421478606,0.522905292097479,0.551282509089275,0.721835968391759,0.659909853176864,0.487768652667075,NA
"1","286472",0.605674267536295,0.142897652468862,0.628509550579269,0.256494588021289,0.739384378675214,0.818908082034791,0.46633928995025,0.625734720093936
"1","529337",0.852982170447325,NA,0.771568551210422,1,0.526100091775073,0.601082924775646,0.438232828531821,0.895622151039798
"1","2514545",0.852051827966828,NA,0.568034551977885,0,0.618132183413793,0.712195776541979,0.313275750262722,0.866025403784439
"1","269119",0.516152906792572,-0.276520451928113,0.501708242034156,0.236760138794095,0.540181264230809,0.59015757547545,0.423343493517619,0.685691006368347
"1","2515526",0.73256562794046,0.678934827158076,0.746646223463777,0.683511354264667,0.822027265822365,0.800214235258191,0.616305550475608,0.749813768348269
"1","236155",0.73134328358209,NA,0.62029916971931,1,0.814837170050695,0.836734693877551,0.577017598306811,0.757240185418536
"1","647532",NA,NA,NA,1,1,0.755928946018454,1,NA
"1","672038",NA,NA,NA,NA,1,1,-1,NA
"1","202690",0.629393159912643,0.257292221876654,0.616592500049823,0.686783639029056,0.624230691955453,0.644469105892706,0.474671607634481,0.474915755381292
"1","1186401",0.473933850978167,NA,0.522663903439737,NA,0.498615853527354,0.643529992732187,0.172132593164774,0.590031862521288
"1","578345",0.781816547152887,0.377425678048199,0.654898276511184,0.716677636306276,0.761698929870859,0.746038553075656,0.524222433996623,0.836242010007091
"1","296333",0.841216373146567,NA,0.679936390273775,NA,0.717411617027373,0.809734269987595,0.554446689259424,0.709386330042949
"1","585243",0.580318670602775,0.881917103688197,0.562273245628085,0.538461538461539,0.751920617741405,0.572947751914874,0,NA
"1","236142",0.56090785444278,0.304492891404238,0.563338570166198,0.582254833962376,0.638754247629694,0.646721562117553,0.342340736883745,0.510528699568778
"1","149923",0.618795522992541,NA,0.730769230769231,NA,0.850858288925701,0.745343212376089,0.595451898917769,0.644895405187554
"1","198736",0.505869361627516,0.646254208798879,0.520606177064732,0.408209723717713,0.588356815692211,0.661315349517573,0.412552654508681,0.556191929101903
"1","232837",0.747747747747748,1,0.739464146453739,0.656789577429185,0.753573923900469,0.770187888655901,0.551893997880493,0.804540445985179
"1","633555",NA,NA,NA,NA,NA,NA,NA,NA
"1","1086740",0.599431199160968,0.337510349597137,0.546950138389485,0.451770074415977,0.604358228359278,0.635070844500809,0.470439807856856,0.598142176083277
"1","243372",0.558073975864479,0.925820099772552,0.604293139478581,0.740958573634948,0.7634963776371,0.723916532905297,0.49896445599394,0.750232371686152
"1","585738",0.763203138590829,0.816496580927726,0.732675013047196,1,0.867148549754591,0.8,0.607830673854831,NA
"1","304804",0.709541497683834,0,0.83245419807001,0,0.893910548263098,0.723237169207983,0.671129680230527,0.712690759301139
"1","814073",0.433012701892219,-0.392232270276368,1,0.333333333333333,0.333333333333333,0.5,0,NA
"1","1539367",0.739795442874108,NA,0.653720450460614,NA,0.567774973957669,0.739795442874108,0.485912657903775,0.691301129820283
"1","1176318",0.504074602564416,NA,0.401402921045259,NA,0.555961751122435,0.703618061043242,0.407322650956704,0.53012218723748
"1","518441",0.649407654061476,0.35189423138328,0.199828919988801,0.581377629862177,0.528546832031758,0.302093132566105,0.650815238458343,NA
"1","547800",0.945905302926917,1,0.890263814519452,1,0.842105263157895,0.720576692122892,0.923076923076923,1
"1","226611",0.669265113263149,0.182574185835055,0.665574671482775,0.390246271336642,0.698780312015049,0.734807641174978,0.493790583550096,0.574085797746934
"1","77729",0.635812778177298,0.636528050172442,0.734950008607058,0.549803531248734,0.818229331962188,0.844353898216051,0.614590769620604,0.748113400276763
"1","529973",0.5,NA,1,NA,0.816496580927726,1,NA,NA
"1","1120857",0.836242010007091,NA,0.501745206004254,NA,0.615384615384615,0.620173672946042,0.501745206004254,NA
"1","232792",0.676128189562352,NA,0.664964201033606,1,0.711744131084943,0.550811046428139,0.0714449764954014,0.655179882400875
"1","2515563",0.702879110871235,0.394071935469322,0.684462760550045,0.515632320730815,0.730156431874475,0.765319773106206,0.604646061893307,0.761442386071417
"1","154682",0.549350265573536,NA,0.352886936861024,1,0.712696645099798,0.859479923387242,0.457921883154498,1
"1","583963",0.563254456800605,0.406484481691116,0.445526581373148,0.467746419937362,0.584924945828329,0.650176265160524,0.29763913854795,0.533269305187031
"1","229422",0.705907107192184,0.643042186637934,0.633097904449234,0.547695065390372,0.723895142801789,0.670282723054899,0.561360536829338,0.574360899262323
"1","2072667",1,NA,NA,NA,0.654653670707977,NA,NA,NA
"1","202973",0.736397633630638,0.512182216897691,0.703581783277805,0.726133858822819,0.808782090175346,0.801516041257679,0.750034941755069,NA
"1","667619",0.578959050487693,NA,0.448600307651304,NA,0.683640158160169,0.63048832499128,0.46464185559742,0.524304120391197
"1","126136",0.611858025821729,0.245217327566393,0.66133602308715,0.514796574339029,0.718560600685691,0.735378122588121,0.430329779038323,0.61290460811287
"1","262555",0.641927610073098,NA,0.527195147747377,NA,0.826828545223255,0.346109327621586,0.112917914315693,0.478223934090668
"1","190072",0.769565903200523,-0.50395263067897,0.762699692198736,0.400891862868637,0.871922154789099,0.807260582915362,0.454051842947468,0.678718790930342
"1","503298",0.80582296402538,NA,0.738548945875996,0.219381727238139,NA,0.454545454545455,0.644658371220304,NA
"1","649459",NA,NA,NA,NA,NA,NA,NA,NA
"1","2514591",0.560498846340569,0.400085639861579,0.621169205264374,0.648307784140164,0.588311106079057,0.609895732569201,0.544770563413043,0.595694929508116
"1","579684",0.84133345418572,0.706845422175148,0.86900300196856,0.722285436974527,0.888431093552953,0.86900300196856,0.469711392301021,NA
"1","596421",0.755835546506636,NA,0.621544775092405,NA,0.760090964494402,0.775983593663171,0.558290526239083,0.864212396354046
"1","2514565",0.574673194885947,0,0.592862183614886,0.50395263067897,0.61344670838316,0.692820323027551,0.627764820574344,0.589159347412583
"1","608142",0.733333333333333,-0.333333333333333,0.750478774386456,0.883959999878547,0.929164196859422,0.78621585888105,0.485071250072666,NA
"1","1056980",0.846809798439941,0.816496580927726,0.864529934867251,1,0.771516749810459,1,0.591520481751277,NA
"1","596200",0.628022079195475,0.746390491252467,0.627372394635046,0.148770954089446,0.659762709930853,0.798727802638738,0.426047405208652,0.821161295238844
"1","572795",NA,NA,NA,NA,-0.577350269189626,NA,0.223606797749979,NA
"1","233872",0.861056771822892,NA,0.18490006540841,NA,0.693375245281536,0.438529009653515,0.43412157106223,0.571428571428571
"1","2514705",0.724072746993428,0.274227159047674,0.667373011383244,0.58944091611835,0.681532000309885,0.779124284504593,0.61038809682075,0.609596865421789
"1","90822",0.835059962631632,-0.333333333333333,0.522520688228543,1,0.565657142799134,0.417986415662233,0.487821357664942,0.611807046935515
"1","302989",0.552290601613153,0.468214060589536,0.507559451675213,0.494471139619232,0.58247725482424,0.60010787182428,0.303573000847402,0.444634843424433
"1","530021",0.310344827586207,0.366617787553383,0.621192541290498,0.346116087767443,0.70743544489369,0.701946456688948,0.265908011739155,NA
"1","259001",1,NA,0.397359707119513,NA,1,0.957427107756338,NA,0.951189731211342
"1","2514423",0.649039588578611,0.500547414878614,0.72793064598891,0.677473725310762,0.710276691166078,0.711637279792506,0.368897708439825,0.678534994910883
"1","273184",0.745731865439857,NA,0.703668605055515,NA,0.756995306691772,0.608897506021749,0.325842696629214,0.475809602231691
"1","193646",0.704688866148103,0.412568498503517,0.679038375137559,0.603541507705558,0.791322379751304,0.8028996202076,0.405145548251888,0.654626990384786
"1","309347",0.743376291812566,0.700649049745371,0.730296743340221,0.808290376865476,0.730296743340221,0.743376291812566,0.708917556958567,NA
"1","256657",0.6441093660301,0.252860868712087,0.579037811559284,0.677120070444851,0.68160751119819,0.696504319064062,0.348900974146262,0.609686708660929
"1","2514965",0.551073604968634,0.468214060589536,0.511206107841659,0.494471139619232,0.585114934117323,0.592809340241969,0.309130571687441,0.443998818085918
"1","1211453",0.628452082103923,NA,0.668646154476325,NA,0.813212198274462,0.616570222652672,0.495877162797342,0.653836642177273
"1","662753",0.697863157798853,NA,0.217597069944622,NA,0.266732534684632,0.352941176470588,0.0648203723552164,-0.333333333333333
"1","232815",0.493174930916936,1,0.411127821071001,0.333333333333333,0.390633981321774,0.504334567036336,0.591936351994399,0.346865365601761
"1","86988",0.666856132210567,0.493740114226789,0.5920355192731,0.453036315934285,0.766344441327407,0.587660248466318,0.60124173891615,NA
"1","1536877",0.674453273433462,NA,0.881917103688197,NA,0.868599036215379,0.78334945180064,0.727272727272727,0.9198662110078
"1","583662",0.631752440791625,0.618718433538229,0.465890814613549,0.657375735133917,0.579936745130441,0.602310997195518,0.477311122425153,NA
"1","123225",0.58997789510401,0.269578694767729,0.631760681640599,0.572056064241578,0.710240031073354,0.658926282130823,0.456856702248253,0.710241958888435
"1","559566",0.68239816423855,NA,0.829217263649934,-0.333333333333333,0.868085107332083,0.90254197901502,0.558740207984407,0.638442398069061
"1","569845",0.63032806604409,NA,0.838011567406243,1,0.771999400311099,0.836977052712045,0.515000185631108,0.679366220486757
"1","1769733",0.722130917044551,NA,0.501389232063733,NA,0.696868748602875,0.778498944161523,0.543400095422071,0.649013612316011
"1","307583",0.551198189805123,0.686406472983644,0.591505650543338,0.834622326111986,0.826184389323165,0.679582269536737,0.667697860889589,NA
"1","87603",0.630600887014146,1,0.5984413572996,0.4,0.576630473879237,0.667965704642279,0.299791590779485,0.665244647661934
"1","594393",0.518601844733558,NA,0.451414486387844,-0.166666666666667,0.775977413063228,0.724882435609075,0.136082763487954,0.377964473009227
"1","259337",0.586692487056889,0.492712221630994,0.553004395726649,0.437842927674799,0.709892342636858,0.545688495100939,0.547028884486893,NA
"1","239502",0.819255909746337,NA,0.764633266095946,NA,0.748829618738434,0.677830643184655,0.342196266986014,0.713931994168976
"1","228626",0.594548255030261,0.21320071635561,0.492505551418354,0.377964473009227,0.521689920893982,0.72692334062916,0.373233407089149,0.64181860689588
"1","1084661",0.666439471549678,0.817860820109531,0.688301975752534,0.606477433570502,0.729253120254118,0.730311557983735,0.37545335089046,0.640819015534689
"1","248852",NA,NA,NA,NA,NA,NA,NA,NA
"1","301385",0.630861082175188,0.39405520311955,0.160375074774896,0.0846667513334603,0.402638115980135,0.444444444444444,0.590538595357493,NA
"1","90957",0.656876553454015,0.538923687111157,0.626896882651074,0.502149998372618,0.67514153332066,0.682272154625864,0.393085302837028,0.601865662266648
"1","598301",0.753851287498115,0.634193502162655,0.817584529525757,0.697882363258498,0.862965954219723,0.823197938116913,0.596268231223556,NA
"1","296848",0.649857608531289,NA,0.862239261143068,0.58925565098879,0.790383740929453,0.881271075023565,0.678902858227222,0.445131907259726
"1","295054",0.736394066499251,0.363636363636364,0.70654096463981,0.730296743340221,0.865106611244474,0.615392707386633,-0.047463839078029,0.925820099772551
"1","2515355",0.595888076635283,-0.0909090909090909,0.550342126295754,0.262575453814459,0.663079781585872,0.691879795423863,0.276845429988984,0.633386576403324
"1","2514930",0.568711826438314,0.341579307260022,0.429138831693682,0.523691427132334,0.508984997043386,0.605602403753892,0.44505248667127,0.633942846988424
"1","310301",NA,NA,NA,NA,NA,NA,NA,NA
"1","2515566",0.64214954752145,0.585369407004964,0.629281383790976,0.725476250110012,0.731125504588977,0.842189360517391,0.313604370424625,0.733741080561577
"1","2093622",0.742860374912167,NA,0.496419509114189,NA,0.722413613109784,0.719201658602555,0.545043137701228,0.547834957851228
"1","228469",0.788155862929349,0.64733887497015,0.733922147501875,0.56517814569876,0.837002619279782,0.845481319353691,0.562821624565601,0.83419689119171
"1","1935574",0.704613699104762,NA,0.465929149732677,NA,0.610712088350926,0.637856316573719,0.388514344942906,0.478943975070665
"1","285954",0.833333333333333,NA,0.957427107756338,1,0.880704845927979,0.481125224324688,0.288675134594813,1
"1","192078",0.761816105961576,0.322329185610152,0.727454909819639,0.493335871075823,0.733790507900651,0.798296762415206,0.466325834308595,0.543075386641705
"1","187994",0.79578357008319,0.408248290463863,0.870555646048622,0.433357669516792,0.361896726091501,0.773997491284033,0.397858157188129,NA
"1","482638",0.704185388565586,1,0.722623791462159,0.560448538317805,0.849493484618802,0.779757987681158,0.434865567445356,0.516397779494322
"1","263070",0.757857649536734,NA,0.766123720254315,NA,0.710021635257771,0.88929889298893,0.507383755461411,0.71889903021229
"1","250458",0.784012135006858,0.739600261633639,0.702918618803501,0.645497224367903,0.687959658284214,0.680717833472798,0.661334830197445,0.716279069767442
"1","1971597",0.763019032759536,0.440958551844098,0.670905903504251,0.372677996249965,0.864189847039628,0.853101038162321,0.616980420431149,0.755989514821566
"1","614758",0.748409575403572,0.571739346273605,0.715991069513184,0.377129773903888,0.798516260840565,0.583232832188151,0.483989012564797,0.64020659287701
"1","671597",0.5,NA,0.816496580927726,0.5,NA,1,0,NA
"1","2514251",0.569520975704171,0.617213399848368,0.472613195392082,0.816496580927726,0.701689271123076,0.843736758528722,-0.0382111351584501,0.352281938371192
"1","2515231",0.587229585500187,0.250062027044746,0.473873523707363,0.453948993855153,0.621501486836485,0.637402983448904,0.461376840527042,0.638229011291807
"1","256563",0.66538625423968,0.587719298245614,0.610731796061983,0.68724279835391,0.745519579769759,0.757548076832491,0.417813395012272,0.661700092985853
"1","231136",0.8,NA,0.4,NA,1,0.258198889747161,NA,NA
"1","193616",0.432120810725112,NA,0.163299316185545,NA,0.606866084909008,0.419627163708141,0.58925565098879,1
"1","115261",0.694542201906622,0.881917103688197,0.695329690294836,0.66717988203649,0.780929955668949,0.74667430316157,0.390656378591369,0.660611256417202
"1","529534",0.767092947859831,-1,0.816496580927726,1,0.936382183834623,0.823529411764706,0.818181818181818,0.942809041582063
"1","98644",0.574888845867332,1,0.608759587435071,1,0.784863296730877,0.760440234357412,0.601220519484624,0.720025409654581
"1","154667",0.816496580927726,NA,1,NA,1,0.5,NA,NA
"1","2514400",0.705614842337867,NA,0.730865347260313,NA,0.716470426815783,0.775087242962859,0.374966206094021,0.641725367495592
"1","2515197",0.628091107124969,0.696873147644567,0.616871748178034,0.548931530690282,0.685852824701445,0.712334605452283,0.426644294938464,0.638272225524326
"1","252637",0.577350269189626,NA,0.333333333333333,0.577350269189626,0.333333333333333,NA,0.577350269189626,NA
"1","321056",0.632787316693715,1,0.872336887501203,0.695652173913043,0.92745016704963,0.812978977497189,0.542137476548394,NA
"1","234752",0.650033225117007,0.442138994444436,0.569775576335023,0.606047506241177,0.585696024198973,0.674820000622129,0.34502578574927,0.441490713506783
"1","589929",1,NA,0.80582296402538,NA,1,1,0.363636363636364,0.80582296402538
"1","2514571",0.788436268068331,0.518874521662771,0.65932943713406,0.741421916270106,0.710902634748504,0.732190065563724,0.557040094032549,0.708288195028494
"1","86970",0.789829706507512,0.663256831631671,0.844389574610092,0.798737430166447,0.932125691078008,0.841670860315064,0.747911743467505,NA
"1","2515388",0.700445249304937,0.666666666666667,0.709134345589715,-0.0476190476190476,0.803075676604734,0.803345259068987,0.540601519273415,0.737099286273541
"1","2514443",0.63719755240212,NA,0.528536772350236,NA,0.526970046696742,0.605051634756195,0.448772607956013,0.589477935167886
"1","96624",0.665869158358308,-0.617213399848368,0.678287325474075,0.140028008402801,0.685962182432056,0.739979811953504,0.604107322438273,0.651608070288293
"1","2515445",0.676621506014041,0.563601861976635,0.633345268286335,0.802701623834919,0.643313250910741,0.710235060271273,0.407873527259974,0.725943656251582
"1","254876",0.649953854914393,0.302079270009599,0.612262204501608,0.302613766334401,0.666095413115907,0.620821396179713,0.460787878993207,0.658823529411765
"1","1164636",NA,NA,NA,NA,NA,NA,NA,NA
"1","230346",0.657728526741039,0.53781512605042,0.724758070029117,0.675082247292237,0.757990044711829,0.668224871356559,0.71742783797585,NA
"1","190667",0.730118750995325,0.59097692962017,0.671880347295586,0.793256149770638,0.743239728745796,0.716414250281122,0.479577478570353,0.645037675667641
"1","2409384",0.134534558799263,NA,0.606339062590832,NA,0.629511580291707,0.554436993270328,0.700140042014005,0.486152792664123
"1","1841363",0.867924528301887,NA,0.873326063219467,NA,1,0.807645408035787,0.672926584910453,0.816982446237566
"1","219994",0.442385097060693,0.454545454545455,0.532240822820625,0.357471297994395,0.640897266492817,0.525023210410891,0.174611093653209,0.602592279008376
"1","90108",0.67108207299134,0.709687676216971,0.646892751144987,0.508670966041168,0.814579826707701,0.558808740768147,0.500012516044876,NA
"1","120296",0.740958573634948,NA,0.842664840617814,NA,0.842664840617814,0.942809041582063,0.746202507244636,0.714285714285714
"1","2515840",0.647187426182577,0.539225729265704,0.670996414595953,0.577646150308126,0.68116363380484,0.730355845937057,0.42283496951837,0.642271607576022
"1","2515015",0.636291692094765,0.422442959199994,0.491444423780726,0.529517711694657,0.666775698770369,0.693637635182177,0.431169018111526,0.698388065010542
"1","155815",NA,NA,NA,NA,NA,NA,NA,NA
"1","2515052",0.788199594729945,0.80403025220737,0.535357603647485,0.681950409273676,0.672461033731094,0.69460539033632,0.404113846589686,0.474864756897619
"1","295044",0.508872330699016,NA,0.699553602447662,0.5,0.603546303705327,0.453171268276874,0.45733840407469,0.547678744958001
"1","2515954",0.548230805622952,0.266432043517431,0.632863698883416,0.586815658516275,0.531717084889331,0.639334768623389,0.351236993593334,0.563213386512554
"1","87099",0.694254740772303,0.231455024943138,0.536074657547154,0.495073771488337,0.730879525015496,0.647014280189886,0.475281237130604,0.714951483968971
"1","530414",0.559183600876478,-1,0.34808519386322,NA,0.155731835717245,0.64308165481671,0.327511890214356,0.74648839016518
"1","301648",0.767064035806473,0.486310538361391,0.56142480991637,0.708027180791416,0.643568203035495,0.624063011378556,0.591753321587636,NA
